2	1
4	0.175201193643801
6	0.163073580567135
8	0.00431791109858848
10	0.00316947217836361
12	3.82490955652681E-05
14	2.52535686120492E-05
16	1.76189317802056E-07
18	1.09530288561199E-07
20	4.98795005299257E-10
22	2.98277180732498E-10
24	9.71334124244549E-13
26	5.90416604495658E-13
28	1.0991207943789E-14
30	2.27595720048157E-14
32	2.15937456351961E-14
34	2.2815083156047E-14
36	9.93649607039515E-15
38	7.52731210695856E-14
40	2.37587727269784E-14
42	8.43769498715119E-15
44	2.46469511466785E-14
46	9.51738687859915E-14
48	1.38000721960907E-13
50	7.48290318597356E-14
52	7.00550728538474E-14
54	6.74460487459783E-14
56	4.51305659510126E-14
58	6.71407374142063E-14
60	1.78801418115881E-13
62	1.96176408451265E-13
64	7.21644966006352E-14
66	1.99729122130066E-13
68	3.56381590904675E-14
70	8.00470800754738E-14
72	4.03566069451244E-14
74	1.50102152929321E-13
76	1.22291066162461E-13
78	3.0231372960543E-13
80	2.64316346587634E-13
82	2.18727813638964E-13
84	1.67144168551081E-13
86	1.6935064461876E-13
88	1.11133324764978E-13
90	1.71584968455818E-13
92	1.69531055860261E-13
94	1.93844940099552E-13
96	2.57627252864268E-13
98	4.79893902394224E-13
100	2.8421709430404E-14
