-10.05	-0.00561452741052233
-9.95	0.00568606597134048
-9.85	0.0167150136048547
-9.75	0.0263760600539408
-9.65	0.0336789018967279
-9.55	0.037838953598434
-9.45	0.0383596216601244
-9.35	0.0350886515851921
-9.25	0.0282424092981747
-9.15	0.0183949026207801
-9.05	0.00643167204050971
-8.95	-0.00652792623923225
-8.85	-0.0192333813856208
-8.75	-0.0304213887061837
-8.65	-0.0389389048268718
-8.55	-0.0438591395836643
-8.45	-0.0445790798278109
-8.35	-0.0408885928034786
-8.25	-0.0330035986036692
-8.15	-0.0215590259005462
-8.05	-0.00756098707182342
-7.95	0.00769851154920939
-7.85	0.0227573340664701
-7.75	0.036119346866458
-7.65	0.0463985601312832
-7.55	0.0524577722436763
-7.45	0.0535283008924744
-7.35	0.0492987404136687
-7.25	0.0399632139476257
-7.15	0.0262230879640482
-7.05	0.00924028693764868
-6.95	-0.00945518101784324
-6.85	-0.0280965067431311
-6.75	-0.0448393296251888
-6.65	-0.0579351320634257
-6.55	-0.065903153789206
-6.45	-0.0676847741949826
-6.35	-0.062765337419103
-6.25	-0.0512508218356458
-6.15	-0.0338904012907243
-6.05	-0.0120405137012728
-5.95	0.0124288429743922
-5.85	0.0372796705341985
-5.75	0.0600926419548935
-5.65	0.0784801217925522
-5.55	0.0903079397612193
-5.45	0.0939069529632402
-5.35	0.0882556828585145
-5.25	0.0731171978136841
-5.15	0.0491168019928939
-5.05	0.0177517228199607
-4.95	-0.0186705147513055
-4.85	-0.0571624371473773
-4.75	-0.0942472979577532
-4.65	-0.126196473662005
-4.55	-0.14929581267243
-4.45	-0.160120432180279
-4.35	-0.155796390545178
-4.25	-0.134228378028558
-4.15	-0.0942750228132672
-4.05	-0.0358574099260702
-3.95	0.0400083686890632
-3.85	0.131257807051254
-3.75	0.234900602572802
-3.65	0.347210130263251
-3.55	0.463965307753132
-3.45	0.58072628218547
-3.35	0.693122803560279
-3.25	0.797133328340862
-3.15	0.889333881051075
-3.05	0.967098394361772
-2.95	1.02873640799562
-2.85	1.07355926769762
-2.75	1.10187186998335
-2.65	1.11489303785144
-2.55	1.11461327247149
-2.45	1.10360343041701
-2.35	1.08479143014525
-2.25	1.06122611441361
-2.15	1.03584774442616
-2.05	1.01128328300677
-1.95	0.989681790927246
-1.85	0.97260119676296
-1.75	0.960952794410932
-1.65	0.955004529584685
-1.55	0.954438938896149
-1.45	0.958456966162307
-1.35	0.965915204076416
-1.25	0.975481703351031
-1.15	0.985794541362187
-1.05	0.995607895957998
-0.950000000000001	1.00391233506229
-0.85	1.01001918703979
-0.75	1.01360287137918
-0.65	1.01469953998943
-0.550000000000001	1.01366486604464
-0.449999999999999	1.01109788532792
-0.35	1.00774105660435
-0.25	1.00436885788014
-0.15	1.00167808087525
-0.0500000000000007	1.00019246180344
0.0500000000000007	1.00019246180344
0.15	1.00167808087525
0.25	1.00436885788014
0.35	1.00774105660435
0.449999999999999	1.01109788532792
0.550000000000001	1.01366486604464
0.65	1.01469953998943
0.75	1.01360287137918
0.85	1.01001918703979
0.949999999999999	1.00391233506229
1.05	0.995607895957998
1.15	0.985794541362187
1.25	0.975481703351031
1.35	0.965915204076415
1.45	0.958456966162307
1.55	0.954438938896149
1.65	0.955004529584685
1.75	0.960952794410932
1.85	0.97260119676296
1.95	0.989681790927246
2.05	1.01128328300677
2.15	1.03584774442616
2.25	1.06122611441361
2.35	1.08479143014525
2.45	1.10360343041701
2.55	1.11461327247149
2.65	1.11489303785144
2.75	1.10187186998335
2.85	1.07355926769762
2.95	1.02873640799562
3.05	0.967098394361772
3.15	0.889333881051075
3.25	0.797133328340862
3.35	0.693122803560281
3.45	0.580726282185471
3.55	0.463965307753132
3.65	0.347210130263251
3.75	0.234900602572802
3.85	0.131257807051255
3.95	0.0400083686890638
4.05	-0.0358574099260702
4.15	-0.0942750228132672
4.25	-0.134228378028558
4.35	-0.155796390545178
4.45	-0.160120432180279
4.55	-0.14929581267243
4.65	-0.126196473662005
4.75	-0.0942472979577532
4.85	-0.0571624371473777
4.95	-0.0186705147513058
5.05	0.0177517228199607
5.15	0.0491168019928939
5.25	0.0731171978136841
5.35	0.0882556828585143
5.45	0.0939069529632403
5.55	0.0903079397612193
5.65	0.0784801217925522
5.75	0.0600926419548936
5.85	0.0372796705341988
5.95	0.0124288429743926
6.05	-0.0120405137012728
6.15	-0.0338904012907239
6.25	-0.0512508218356458
6.35	-0.0627653374191031
6.45	-0.0676847741949826
6.55	-0.065903153789206
6.65	-0.0579351320634259
6.75	-0.0448393296251888
6.85	-0.0280965067431309
6.95	-0.00945518101784349
7.05	0.00924028693764868
7.15	0.0262230879640479
7.25	0.0399632139476257
7.35	0.0492987404136688
7.45	0.0535283008924744
7.55	0.0524577722436763
7.65	0.0463985601312834
7.75	0.036119346866458
7.85	0.02275733406647
7.95	0.00769851154920978
8.05	-0.00756098707182342
8.15	-0.0215590259005459
8.25	-0.0330035986036692
8.35	-0.0408885928034786
8.45	-0.0445790798278108
8.55	-0.0438591395836643
8.65	-0.0389389048268719
8.75	-0.0304213887061837
8.85	-0.0192333813856208
8.95	-0.00652792623923239
9.05	0.00643167204050971
9.15	0.0183949026207802
9.25	0.0282424092981747
9.35	0.0350886515851921
9.45	0.0383596216601244
9.55	0.037838953598434
9.65	0.033678901896728
9.75	0.0263760600539408
9.85	0.0167150136048547
9.95	0.00568606597134071
10.05	-0.00561452741052233
